2025-05-22 14:20:45 - [BUSCA] Iniciando auditoria em: C:\Users\felip\secretaria-virtual
2025-05-23 12:27:57 - [OK] Auditado: ReceitaMedica.ps1 - Hash: 248339FB...
2025-05-23 12:27:57 - [OK] Auditado: auditoria.ps1 - Hash: 77B3AEBF...
2025-05-23 12:27:57 - [OK] Auditado: Configuracao.ps1 - Hash: C700BC18...
2025-05-23 12:27:57 - [OK] Auditado: executar.ps1 - Hash: 0B8C150F...
2025-05-23 12:27:57 - [OK] Auditado: homologar.ps1 - Hash: E5421091...
2025-05-23 12:27:57 - [OK] Auditado: GerarDLL.ps1 - Hash: C38BDB5C...
2025-05-23 12:27:57 - [OK] Auditado: auditoria_log.txt - Hash: CFA62ABF...
2025-05-23 12:27:57 - [OK] Auditado: relatorio_auditoria.json - Hash: C722FEBC...
2025-05-23 12:27:57 - [OK] Auditado: relatorio_auditoria.txt - Hash: 39F12D3B...
2025-05-23 12:27:57 - [OK] Auditado: appointments.json - Hash: E9A58D55...
2025-05-23 12:27:57 - [OK] Auditado: doctors.json - Hash: 071AA403...
2025-05-23 12:27:57 - [OK] Auditado: pacientes.json - Hash: A59C606E...
2025-05-23 12:27:57 - [OK] Auditado: prescriptions.json - Hash: DE1540B6...
2025-05-23 12:27:57 - [OK] Auditado: visits.json - Hash: 7822614B...
2025-05-23 12:27:57 - [OK] Auditado: Receita_1.html - Hash: B7C9D8CB...
2025-05-23 12:27:57 - [REPORT] Relatorio JSON salvo em: logs\report\relatorio_auditoria.json
2025-05-23 12:27:57 - [REPORT] Relatorio TXT salvo em: logs\report\relatorio_auditoria.txt
2025-05-23 12:27:57 - [OK] Auditoria concluida.
2025-05-23 12:28:53 - [BUSCA] Iniciando auditoria em: ./
2025-05-23 12:28:53 - [OK] Auditado: configuracao_auditoria.json - Hash: 0F94CDFA...
2025-05-23 12:28:53 - [OK] Auditado: ConsultaMedica.ps1 - Hash: 7193B9EC...
2025-05-23 12:28:53 - [OK] Auditado: icone.ico - Hash: 5B55AA29...
2025-05-23 12:28:53 - [OK] Auditado: index.exe - Hash: 035844EA...
2025-05-23 12:28:53 - [OK] Auditado: instalador.nsi - Hash: 4FC00F35...
2025-05-23 12:28:53 - [OK] Auditado: instalar.ps1 - Hash: C800D60B...
2025-05-23 12:28:53 - [OK] Auditado: LICENSE.txt - Hash: 4BB299DF...
2025-05-23 12:28:53 - [OK] Auditado: manifest.xml - Hash: A89F6D58...
2025-05-23 12:28:53 - [OK] Auditado: MenuPrincipal.ps1 - Hash: 31AA5B6E...
2025-05-23 12:28:53 - [OK] Auditado: Paciente.ps1 - Hash: 740CF6B0...
2025-05-23 12:28:53 - [OK] Auditado: PortugueseBR.nlf - Hash: 03287F33...
2025-05-23 12:28:53 - [OK] Auditado: README.md - Hash: 512624FB...
2025-05-23 12:28:53 - [OK] Auditado: ReceitaMedica.ps1 - Hash: 248339FB...
2025-05-23 12:28:53 - [OK] Auditado: auditoria.ps1 - Hash: 77B3AEBF...
2025-05-23 12:28:53 - [OK] Auditado: Configuracao.ps1 - Hash: C700BC18...
2025-05-23 12:28:53 - [OK] Auditado: executar.ps1 - Hash: 0B8C150F...
2025-05-23 12:28:53 - [OK] Auditado: homologar.ps1 - Hash: E5421091...
2025-05-23 12:28:53 - [OK] Auditado: GerarDLL.ps1 - Hash: 4500AE08...
2025-05-23 12:28:53 - [OK] Auditado: InterfaceGrafica.dll - Hash: 40E9DD5D...
2025-05-23 12:28:53 - [OK] Auditado: auditoria_log.txt - Hash: 73FB3771...
2025-05-23 12:28:53 - [OK] Auditado: relatorio_auditoria.json - Hash: 287F5BE8...
2025-05-23 12:28:53 - [OK] Auditado: relatorio_auditoria.txt - Hash: EEC7F46D...
2025-05-23 12:28:53 - [OK] Auditado: appointments.json - Hash: E9A58D55...
2025-05-23 12:28:53 - [OK] Auditado: doctors.json - Hash: 071AA403...
2025-05-23 12:28:54 - [OK] Auditado: pacientes.json - Hash: A59C606E...
2025-05-23 12:28:54 - [OK] Auditado: prescriptions.json - Hash: DE1540B6...
2025-05-23 12:28:54 - [OK] Auditado: visits.json - Hash: 7822614B...
2025-05-23 12:28:54 - [OK] Auditado: Receita_1.html - Hash: B7C9D8CB...
2025-05-23 12:28:54 - [REPORT] Relatorio JSON salvo em: logs\report\relatorio_auditoria.json
2025-05-23 12:28:54 - [REPORT] Relatorio TXT salvo em: logs\report\relatorio_auditoria.txt
2025-05-23 12:28:54 - [OK] Auditoria concluida.
2025-05-23 12:30:50 - [BUSCA] Iniciando auditoria em: ./
2025-05-23 12:30:50 - [OK] Auditado: configuracao_auditoria.json - Hash: 0F94CDFA...
2025-05-23 12:30:50 - [OK] Auditado: ConsultaMedica.ps1 - Hash: 7193B9EC...
2025-05-23 12:30:50 - [OK] Auditado: icone.ico - Hash: 5B55AA29...
2025-05-23 12:30:50 - [OK] Auditado: index.exe - Hash: 73305390...
2025-05-23 12:30:50 - [OK] Auditado: instalador.nsi - Hash: A4361C70...
2025-05-23 12:30:50 - [OK] Auditado: instalar.ps1 - Hash: C800D60B...
2025-05-23 12:30:50 - [OK] Auditado: LICENSE.txt - Hash: 4BB299DF...
2025-05-23 12:30:50 - [OK] Auditado: manifest.xml - Hash: A89F6D58...
2025-05-23 12:30:50 - [OK] Auditado: MenuPrincipal.ps1 - Hash: 31AA5B6E...
2025-05-23 12:30:50 - [OK] Auditado: Paciente.ps1 - Hash: 740CF6B0...
2025-05-23 12:30:50 - [OK] Auditado: PortugueseBR.nlf - Hash: 03287F33...
2025-05-23 12:30:50 - [OK] Auditado: README.md - Hash: 512624FB...
2025-05-23 12:30:50 - [OK] Auditado: ReceitaMedica.ps1 - Hash: 248339FB...
2025-05-23 12:30:50 - [OK] Auditado: auditoria.ps1 - Hash: 77B3AEBF...
2025-05-23 12:30:50 - [OK] Auditado: Configuracao.ps1 - Hash: C700BC18...
2025-05-23 12:30:50 - [OK] Auditado: executar.ps1 - Hash: 0B8C150F...
2025-05-23 12:30:50 - [OK] Auditado: homologar.ps1 - Hash: E5421091...
2025-05-23 12:30:50 - [OK] Auditado: GerarDLL.ps1 - Hash: 64D167B0...
2025-05-23 12:30:51 - [OK] Auditado: auditoria_log.txt - Hash: DCAA5D92...
2025-05-23 12:30:51 - [OK] Auditado: relatorio_auditoria.json - Hash: 088EF1D3...
2025-05-23 12:30:51 - [OK] Auditado: relatorio_auditoria.txt - Hash: 334B9416...
2025-05-23 12:30:51 - [OK] Auditado: appointments.json - Hash: E9A58D55...
2025-05-23 12:30:51 - [OK] Auditado: doctors.json - Hash: 071AA403...
2025-05-23 12:30:51 - [OK] Auditado: pacientes.json - Hash: A59C606E...
2025-05-23 12:30:51 - [OK] Auditado: prescriptions.json - Hash: DE1540B6...
2025-05-23 12:30:51 - [OK] Auditado: visits.json - Hash: 7822614B...
2025-05-23 12:30:51 - [OK] Auditado: Receita_1.html - Hash: B7C9D8CB...
2025-05-23 12:30:51 - [REPORT] Relatorio JSON salvo em: logs\report\relatorio_auditoria.json
2025-05-23 12:30:51 - [REPORT] Relatorio TXT salvo em: logs\report\relatorio_auditoria.txt
2025-05-23 12:30:51 - [OK] Auditoria concluida.
2025-05-23 12:33:17 - [BUSCA] Iniciando auditoria em: ./
2025-05-23 12:33:17 - [OK] Auditado: configuracao_auditoria.json - Hash: 0F94CDFA...
2025-05-23 12:33:17 - [OK] Auditado: ConsultaMedica.ps1 - Hash: 7193B9EC...
2025-05-23 12:33:17 - [OK] Auditado: icone.ico - Hash: 5B55AA29...
2025-05-23 12:33:17 - [OK] Auditado: index.exe - Hash: C05D66E0...
2025-05-23 12:33:17 - [OK] Auditado: instalador.nsi - Hash: A4361C70...
2025-05-23 12:33:17 - [OK] Auditado: instalar.ps1 - Hash: C800D60B...
2025-05-23 12:33:17 - [OK] Auditado: LICENSE.txt - Hash: 4BB299DF...
2025-05-23 12:33:17 - [OK] Auditado: manifest.xml - Hash: A89F6D58...
2025-05-23 12:33:17 - [OK] Auditado: MenuPrincipal.ps1 - Hash: 31AA5B6E...
2025-05-23 12:33:17 - [OK] Auditado: Paciente.ps1 - Hash: 740CF6B0...
2025-05-23 12:33:17 - [OK] Auditado: PortugueseBR.nlf - Hash: 03287F33...
2025-05-23 12:33:17 - [OK] Auditado: README.md - Hash: 512624FB...
2025-05-23 12:33:17 - [OK] Auditado: ReceitaMedica.ps1 - Hash: 248339FB...
2025-05-23 12:33:17 - [OK] Auditado: auditoria.ps1 - Hash: 77B3AEBF...
2025-05-23 12:33:17 - [OK] Auditado: Configuracao.ps1 - Hash: C700BC18...
2025-05-23 12:33:17 - [OK] Auditado: executar.ps1 - Hash: 0B8C150F...
2025-05-23 12:33:17 - [OK] Auditado: homologar.ps1 - Hash: E5421091...
2025-05-23 12:33:17 - [OK] Auditado: GerarDLL.ps1 - Hash: 4500AE08...
2025-05-23 12:33:17 - [OK] Auditado: auditoria_log.txt - Hash: 1C20F877...
2025-05-23 12:33:17 - [OK] Auditado: relatorio_auditoria.json - Hash: 20FE3EFD...
2025-05-23 12:33:17 - [OK] Auditado: relatorio_auditoria.txt - Hash: 61D90DDF...
2025-05-23 12:33:17 - [OK] Auditado: appointments.json - Hash: E9A58D55...
2025-05-23 12:33:17 - [OK] Auditado: doctors.json - Hash: 071AA403...
2025-05-23 12:33:17 - [OK] Auditado: pacientes.json - Hash: A59C606E...
2025-05-23 12:33:17 - [OK] Auditado: prescriptions.json - Hash: DE1540B6...
2025-05-23 12:33:17 - [OK] Auditado: visits.json - Hash: 7822614B...
2025-05-23 12:33:17 - [OK] Auditado: Receita_1.html - Hash: B7C9D8CB...
2025-05-23 12:33:17 - [REPORT] Relatorio JSON salvo em: logs\report\relatorio_auditoria.json
2025-05-23 12:33:17 - [REPORT] Relatorio TXT salvo em: logs\report\relatorio_auditoria.txt
2025-05-23 12:33:17 - [OK] Auditoria concluida.
2025-05-23 12:33:45 - [BUSCA] Iniciando auditoria em: ./
2025-05-23 12:33:45 - [OK] Auditado: configuracao_auditoria.json - Hash: 0F94CDFA...
2025-05-23 12:33:45 - [OK] Auditado: ConsultaMedica.ps1 - Hash: 7193B9EC...
2025-05-23 12:33:45 - [OK] Auditado: icone.ico - Hash: 5B55AA29...
2025-05-23 12:33:45 - [OK] Auditado: index.exe - Hash: BE0555EC...
2025-05-23 12:33:45 - [OK] Auditado: instalador.nsi - Hash: A4361C70...
2025-05-23 12:33:45 - [OK] Auditado: instalar.ps1 - Hash: C800D60B...
2025-05-23 12:33:45 - [OK] Auditado: LICENSE.txt - Hash: 4BB299DF...
2025-05-23 12:33:45 - [OK] Auditado: manifest.xml - Hash: A89F6D58...
2025-05-23 12:33:45 - [OK] Auditado: MenuPrincipal.ps1 - Hash: 31AA5B6E...
2025-05-23 12:33:46 - [OK] Auditado: Paciente.ps1 - Hash: 740CF6B0...
2025-05-23 12:33:46 - [OK] Auditado: PortugueseBR.nlf - Hash: 03287F33...
2025-05-23 12:33:46 - [OK] Auditado: README.md - Hash: 512624FB...
2025-05-23 12:33:46 - [OK] Auditado: ReceitaMedica.ps1 - Hash: 248339FB...
2025-05-23 12:33:46 - [OK] Auditado: auditoria.ps1 - Hash: 77B3AEBF...
2025-05-23 12:33:46 - [OK] Auditado: Configuracao.ps1 - Hash: C700BC18...
2025-05-23 12:33:46 - [OK] Auditado: executar.ps1 - Hash: 0B8C150F...
2025-05-23 12:33:46 - [OK] Auditado: homologar.ps1 - Hash: E5421091...
2025-05-23 12:33:46 - [OK] Auditado: GerarDLL.ps1 - Hash: D6431EE4...
2025-05-23 12:33:46 - [OK] Auditado: InterfaceGrafica.cs - Hash: BE8AA769...
2025-05-23 12:33:46 - [OK] Auditado: auditoria_log.txt - Hash: 1AAE68D9...
2025-05-23 12:33:46 - [OK] Auditado: relatorio_auditoria.json - Hash: 57B952B0...
2025-05-23 12:33:46 - [OK] Auditado: relatorio_auditoria.txt - Hash: 72B43AAC...
2025-05-23 12:33:46 - [OK] Auditado: appointments.json - Hash: E9A58D55...
2025-05-23 12:33:46 - [OK] Auditado: doctors.json - Hash: 071AA403...
2025-05-23 12:33:46 - [OK] Auditado: pacientes.json - Hash: A59C606E...
2025-05-23 12:33:46 - [OK] Auditado: prescriptions.json - Hash: DE1540B6...
2025-05-23 12:33:46 - [OK] Auditado: visits.json - Hash: 7822614B...
2025-05-23 12:33:46 - [OK] Auditado: Receita_1.html - Hash: B7C9D8CB...
2025-05-23 12:33:46 - [REPORT] Relatorio JSON salvo em: logs\report\relatorio_auditoria.json
2025-05-23 12:33:46 - [REPORT] Relatorio TXT salvo em: logs\report\relatorio_auditoria.txt
2025-05-23 12:33:46 - [OK] Auditoria concluida.
2025-05-23 12:34:17 - [BUSCA] Iniciando auditoria em: ./
2025-05-23 12:34:17 - [OK] Auditado: configuracao_auditoria.json - Hash: 0F94CDFA...
2025-05-23 12:34:17 - [OK] Auditado: ConsultaMedica.ps1 - Hash: 7193B9EC...
2025-05-23 12:34:17 - [OK] Auditado: icone.ico - Hash: 5B55AA29...
2025-05-23 12:34:17 - [OK] Auditado: index.exe - Hash: 96FD6904...
2025-05-23 12:34:17 - [OK] Auditado: instalador.nsi - Hash: A4361C70...
2025-05-23 12:34:17 - [OK] Auditado: instalar.ps1 - Hash: C800D60B...
2025-05-23 12:34:17 - [OK] Auditado: LICENSE.txt - Hash: 4BB299DF...
2025-05-23 12:34:17 - [OK] Auditado: manifest.xml - Hash: A89F6D58...
2025-05-23 12:34:17 - [OK] Auditado: MenuPrincipal.ps1 - Hash: 31AA5B6E...
2025-05-23 12:34:17 - [OK] Auditado: Paciente.ps1 - Hash: 740CF6B0...
2025-05-23 12:34:17 - [OK] Auditado: PortugueseBR.nlf - Hash: 03287F33...
2025-05-23 12:34:17 - [OK] Auditado: README.md - Hash: 512624FB...
2025-05-23 12:34:17 - [OK] Auditado: ReceitaMedica.ps1 - Hash: 248339FB...
2025-05-23 12:34:17 - [OK] Auditado: auditoria.ps1 - Hash: 77B3AEBF...
2025-05-23 12:34:17 - [OK] Auditado: Configuracao.ps1 - Hash: C700BC18...
2025-05-23 12:34:17 - [OK] Auditado: executar.ps1 - Hash: 0B8C150F...
2025-05-23 12:34:17 - [OK] Auditado: homologar.ps1 - Hash: E5421091...
2025-05-23 12:34:17 - [OK] Auditado: GerarDLL.ps1 - Hash: D6431EE4...
2025-05-23 12:34:17 - [OK] Auditado: auditoria_log.txt - Hash: 083C1EAC...
2025-05-23 12:34:17 - [OK] Auditado: relatorio_auditoria.json - Hash: 9120088F...
2025-05-23 12:34:17 - [OK] Auditado: relatorio_auditoria.txt - Hash: FC9526D7...
2025-05-23 12:34:17 - [OK] Auditado: appointments.json - Hash: E9A58D55...
2025-05-23 12:34:17 - [OK] Auditado: doctors.json - Hash: 071AA403...
2025-05-23 12:34:17 - [OK] Auditado: pacientes.json - Hash: A59C606E...
2025-05-23 12:34:17 - [OK] Auditado: prescriptions.json - Hash: DE1540B6...
2025-05-23 12:34:17 - [OK] Auditado: visits.json - Hash: 7822614B...
2025-05-23 12:34:17 - [OK] Auditado: Receita_1.html - Hash: B7C9D8CB...
2025-05-23 12:34:17 - [REPORT] Relatorio JSON salvo em: logs\report\relatorio_auditoria.json
2025-05-23 12:34:17 - [REPORT] Relatorio TXT salvo em: logs\report\relatorio_auditoria.txt
2025-05-23 12:34:17 - [OK] Auditoria concluida.
2025-05-23 12:34:30 - [BUSCA] Iniciando auditoria em: ./
2025-05-23 12:34:30 - [OK] Auditado: configuracao_auditoria.json - Hash: 0F94CDFA...
2025-05-23 12:34:30 - [OK] Auditado: ConsultaMedica.ps1 - Hash: 7193B9EC...
2025-05-23 12:34:31 - [OK] Auditado: icone.ico - Hash: 5B55AA29...
2025-05-23 12:34:31 - [OK] Auditado: index.exe - Hash: 13910E6C...
2025-05-23 12:34:31 - [OK] Auditado: instalador.nsi - Hash: A4361C70...
2025-05-23 12:34:31 - [OK] Auditado: instalar.ps1 - Hash: C800D60B...
2025-05-23 12:34:31 - [OK] Auditado: LICENSE.txt - Hash: 4BB299DF...
2025-05-23 12:34:31 - [OK] Auditado: manifest.xml - Hash: A89F6D58...
2025-05-23 12:34:31 - [OK] Auditado: MenuPrincipal.ps1 - Hash: 31AA5B6E...
2025-05-23 12:34:31 - [OK] Auditado: Paciente.ps1 - Hash: 740CF6B0...
2025-05-23 12:34:31 - [OK] Auditado: PortugueseBR.nlf - Hash: 03287F33...
2025-05-23 12:34:31 - [OK] Auditado: README.md - Hash: 512624FB...
2025-05-23 12:34:31 - [OK] Auditado: ReceitaMedica.ps1 - Hash: 248339FB...
2025-05-23 12:34:31 - [OK] Auditado: auditoria.ps1 - Hash: 77B3AEBF...
2025-05-23 12:34:31 - [OK] Auditado: Configuracao.ps1 - Hash: C700BC18...
2025-05-23 12:34:31 - [OK] Auditado: executar.ps1 - Hash: 0B8C150F...
2025-05-23 12:34:31 - [OK] Auditado: homologar.ps1 - Hash: E5421091...
2025-05-23 12:34:31 - [OK] Auditado: GerarDLL.ps1 - Hash: D6431EE4...
2025-05-23 12:34:31 - [OK] Auditado: auditoria_log.txt - Hash: 97654B82...
2025-05-23 12:34:31 - [OK] Auditado: relatorio_auditoria.json - Hash: 804D0A0E...
2025-05-23 12:34:31 - [OK] Auditado: relatorio_auditoria.txt - Hash: D4961D01...
2025-05-23 12:34:31 - [OK] Auditado: appointments.json - Hash: E9A58D55...
2025-05-23 12:34:31 - [OK] Auditado: doctors.json - Hash: 071AA403...
2025-05-23 12:34:31 - [OK] Auditado: pacientes.json - Hash: A59C606E...
2025-05-23 12:34:31 - [OK] Auditado: prescriptions.json - Hash: DE1540B6...
2025-05-23 12:34:31 - [OK] Auditado: visits.json - Hash: 7822614B...
2025-05-23 12:34:31 - [OK] Auditado: Receita_1.html - Hash: B7C9D8CB...
2025-05-23 12:34:31 - [REPORT] Relatorio JSON salvo em: logs\report\relatorio_auditoria.json
2025-05-23 12:34:31 - [REPORT] Relatorio TXT salvo em: logs\report\relatorio_auditoria.txt
2025-05-23 12:34:31 - [OK] Auditoria concluida.
2025-05-23 12:35:29 - [BUSCA] Iniciando auditoria em: ./
2025-05-23 12:35:29 - [OK] Auditado: configuracao_auditoria.json - Hash: 0F94CDFA...
2025-05-23 12:35:29 - [OK] Auditado: ConsultaMedica.ps1 - Hash: 7193B9EC...
2025-05-23 12:35:29 - [OK] Auditado: icone.ico - Hash: 5B55AA29...
2025-05-23 12:35:29 - [OK] Auditado: index.exe - Hash: 45CC49DF...
2025-05-23 12:35:29 - [OK] Auditado: instalador.nsi - Hash: A4361C70...
2025-05-23 12:35:29 - [OK] Auditado: instalar.ps1 - Hash: C800D60B...
2025-05-23 12:35:29 - [OK] Auditado: LICENSE.txt - Hash: 4BB299DF...
2025-05-23 12:35:29 - [OK] Auditado: manifest.xml - Hash: A89F6D58...
2025-05-23 12:35:29 - [OK] Auditado: MenuPrincipal.ps1 - Hash: 31AA5B6E...
2025-05-23 12:35:29 - [OK] Auditado: Paciente.ps1 - Hash: 740CF6B0...
2025-05-23 12:35:29 - [OK] Auditado: PortugueseBR.nlf - Hash: 03287F33...
2025-05-23 12:35:29 - [OK] Auditado: README.md - Hash: 512624FB...
2025-05-23 12:35:29 - [OK] Auditado: ReceitaMedica.ps1 - Hash: 248339FB...
2025-05-23 12:35:29 - [OK] Auditado: auditoria.ps1 - Hash: 77B3AEBF...
2025-05-23 12:35:29 - [OK] Auditado: Configuracao.ps1 - Hash: C700BC18...
2025-05-23 12:35:29 - [OK] Auditado: executar.ps1 - Hash: 0B8C150F...
2025-05-23 12:35:29 - [OK] Auditado: homologar.ps1 - Hash: E5421091...
2025-05-23 12:35:29 - [OK] Auditado: GerarDLL.ps1 - Hash: DF6590D7...
2025-05-23 12:35:29 - [OK] Auditado: auditoria_log.txt - Hash: 282B90DE...
2025-05-23 12:35:29 - [OK] Auditado: relatorio_auditoria.json - Hash: 98AF00AA...
2025-05-23 12:35:29 - [OK] Auditado: relatorio_auditoria.txt - Hash: F2A04248...
2025-05-23 12:35:29 - [OK] Auditado: appointments.json - Hash: E9A58D55...
2025-05-23 12:35:29 - [OK] Auditado: doctors.json - Hash: 071AA403...
2025-05-23 12:35:29 - [OK] Auditado: pacientes.json - Hash: A59C606E...
2025-05-23 12:35:29 - [OK] Auditado: prescriptions.json - Hash: DE1540B6...
2025-05-23 12:35:29 - [OK] Auditado: visits.json - Hash: 7822614B...
2025-05-23 12:35:29 - [OK] Auditado: Receita_1.html - Hash: B7C9D8CB...
2025-05-23 12:35:29 - [REPORT] Relatorio JSON salvo em: logs\report\relatorio_auditoria.json
2025-05-23 12:35:29 - [REPORT] Relatorio TXT salvo em: logs\report\relatorio_auditoria.txt
2025-05-23 12:35:29 - [OK] Auditoria concluida.
2025-05-23 12:36:01 - [BUSCA] Iniciando auditoria em: ./
2025-05-23 12:36:01 - [OK] Auditado: configuracao_auditoria.json - Hash: 0F94CDFA...
2025-05-23 12:36:01 - [OK] Auditado: ConsultaMedica.ps1 - Hash: 7193B9EC...
2025-05-23 12:36:01 - [OK] Auditado: icone.ico - Hash: 5B55AA29...
2025-05-23 12:36:01 - [OK] Auditado: index.exe - Hash: 035143E3...
2025-05-23 12:36:01 - [OK] Auditado: instalador.nsi - Hash: A4361C70...
2025-05-23 12:36:01 - [OK] Auditado: instalar.ps1 - Hash: C800D60B...
2025-05-23 12:36:01 - [OK] Auditado: LICENSE.txt - Hash: 4BB299DF...
2025-05-23 12:36:01 - [OK] Auditado: manifest.xml - Hash: A89F6D58...
2025-05-23 12:36:01 - [OK] Auditado: MenuPrincipal.ps1 - Hash: 31AA5B6E...
2025-05-23 12:36:01 - [OK] Auditado: Paciente.ps1 - Hash: 740CF6B0...
2025-05-23 12:36:01 - [OK] Auditado: PortugueseBR.nlf - Hash: 03287F33...
2025-05-23 12:36:01 - [OK] Auditado: README.md - Hash: 512624FB...
2025-05-23 12:36:01 - [OK] Auditado: ReceitaMedica.ps1 - Hash: 248339FB...
2025-05-23 12:36:01 - [OK] Auditado: auditoria.ps1 - Hash: 77B3AEBF...
2025-05-23 12:36:01 - [OK] Auditado: Configuracao.ps1 - Hash: C700BC18...
2025-05-23 12:36:02 - [OK] Auditado: executar.ps1 - Hash: 0B8C150F...
2025-05-23 12:36:02 - [OK] Auditado: homologar.ps1 - Hash: E5421091...
2025-05-23 12:36:02 - [OK] Auditado: GerarDLL.ps1 - Hash: E9E1BCBC...
2025-05-23 12:36:02 - [OK] Auditado: auditoria_log.txt - Hash: BB37D74D...
2025-05-23 12:36:02 - [OK] Auditado: relatorio_auditoria.json - Hash: 3620A0B8...
2025-05-23 12:36:02 - [OK] Auditado: relatorio_auditoria.txt - Hash: E97A34D7...
2025-05-23 12:36:02 - [OK] Auditado: appointments.json - Hash: E9A58D55...
2025-05-23 12:36:02 - [OK] Auditado: doctors.json - Hash: 071AA403...
2025-05-23 12:36:02 - [OK] Auditado: pacientes.json - Hash: A59C606E...
2025-05-23 12:36:02 - [OK] Auditado: prescriptions.json - Hash: DE1540B6...
2025-05-23 12:36:02 - [OK] Auditado: visits.json - Hash: 7822614B...
2025-05-23 12:36:02 - [OK] Auditado: Receita_1.html - Hash: B7C9D8CB...
2025-05-23 12:36:02 - [REPORT] Relatorio JSON salvo em: logs\report\relatorio_auditoria.json
2025-05-23 12:36:02 - [REPORT] Relatorio TXT salvo em: logs\report\relatorio_auditoria.txt
2025-05-23 12:36:02 - [OK] Auditoria concluida.
2025-05-23 12:36:47 - [BUSCA] Iniciando auditoria em: ./
2025-05-23 12:36:47 - [OK] Auditado: configuracao_auditoria.json - Hash: 0F94CDFA...
2025-05-23 12:36:47 - [OK] Auditado: ConsultaMedica.ps1 - Hash: 7193B9EC...
2025-05-23 12:36:47 - [OK] Auditado: icone.ico - Hash: 5B55AA29...
2025-05-23 12:36:47 - [OK] Auditado: index.exe - Hash: 19546BE8...
2025-05-23 12:36:47 - [OK] Auditado: instalador.nsi - Hash: A4361C70...
2025-05-23 12:36:47 - [OK] Auditado: instalar.ps1 - Hash: C800D60B...
2025-05-23 12:36:47 - [OK] Auditado: LICENSE.txt - Hash: 4BB299DF...
2025-05-23 12:36:47 - [OK] Auditado: manifest.xml - Hash: A89F6D58...
2025-05-23 12:36:47 - [OK] Auditado: MenuPrincipal.ps1 - Hash: 31AA5B6E...
2025-05-23 12:36:47 - [OK] Auditado: Paciente.ps1 - Hash: 740CF6B0...
2025-05-23 12:36:47 - [OK] Auditado: PortugueseBR.nlf - Hash: 03287F33...
2025-05-23 12:36:47 - [OK] Auditado: README.md - Hash: 512624FB...
2025-05-23 12:36:47 - [OK] Auditado: ReceitaMedica.ps1 - Hash: 248339FB...
2025-05-23 12:36:47 - [OK] Auditado: auditoria.ps1 - Hash: 77B3AEBF...
2025-05-23 12:36:47 - [OK] Auditado: Configuracao.ps1 - Hash: C700BC18...
2025-05-23 12:36:47 - [OK] Auditado: executar.ps1 - Hash: 0B8C150F...
2025-05-23 12:36:47 - [OK] Auditado: homologar.ps1 - Hash: E5421091...
2025-05-23 12:36:47 - [OK] Auditado: GerarDLL.ps1 - Hash: 64D167B0...
2025-05-23 12:36:47 - [OK] Auditado: InterfaceVisual.cs - Hash: 1F4D9F98...
2025-05-23 12:36:47 - [OK] Auditado: auditoria_log.txt - Hash: 5C4D711F...
2025-05-23 12:36:47 - [OK] Auditado: relatorio_auditoria.json - Hash: 8E0E0FCF...
2025-05-23 12:36:47 - [OK] Auditado: relatorio_auditoria.txt - Hash: 4E5DF081...
2025-05-23 12:36:47 - [OK] Auditado: appointments.json - Hash: E9A58D55...
2025-05-23 12:36:47 - [OK] Auditado: doctors.json - Hash: 071AA403...
2025-05-23 12:36:47 - [OK] Auditado: pacientes.json - Hash: A59C606E...
2025-05-23 12:36:47 - [OK] Auditado: prescriptions.json - Hash: DE1540B6...
2025-05-23 12:36:47 - [OK] Auditado: visits.json - Hash: 7822614B...
2025-05-23 12:36:47 - [OK] Auditado: Receita_1.html - Hash: B7C9D8CB...
2025-05-23 12:36:47 - [REPORT] Relatorio JSON salvo em: logs\report\relatorio_auditoria.json
2025-05-23 12:36:47 - [REPORT] Relatorio TXT salvo em: logs\report\relatorio_auditoria.txt
2025-05-23 12:36:47 - [OK] Auditoria concluida.
2025-05-23 12:39:26 - [BUSCA] Iniciando auditoria em: ./
2025-05-23 12:39:26 - [OK] Auditado: configuracao_auditoria.json - Hash: 0F94CDFA...
2025-05-23 12:39:26 - [OK] Auditado: ConsultaMedica.ps1 - Hash: 7193B9EC...
2025-05-23 12:39:26 - [OK] Auditado: icone.ico - Hash: 5B55AA29...
2025-05-23 12:39:26 - [OK] Auditado: index.exe - Hash: 696A9A8A...
2025-05-23 12:39:26 - [OK] Auditado: instalador.nsi - Hash: A4361C70...
2025-05-23 12:39:26 - [OK] Auditado: instalar.ps1 - Hash: C800D60B...
2025-05-23 12:39:26 - [OK] Auditado: LICENSE.txt - Hash: 4BB299DF...
2025-05-23 12:39:26 - [OK] Auditado: manifest.xml - Hash: A89F6D58...
2025-05-23 12:39:26 - [OK] Auditado: MenuPrincipal.ps1 - Hash: 31AA5B6E...
2025-05-23 12:39:26 - [OK] Auditado: Paciente.ps1 - Hash: 740CF6B0...
2025-05-23 12:39:26 - [OK] Auditado: PortugueseBR.nlf - Hash: 03287F33...
2025-05-23 12:39:26 - [OK] Auditado: README.md - Hash: 512624FB...
2025-05-23 12:39:26 - [OK] Auditado: ReceitaMedica.ps1 - Hash: 248339FB...
2025-05-23 12:39:26 - [OK] Auditado: auditoria.ps1 - Hash: 77B3AEBF...
2025-05-23 12:39:26 - [OK] Auditado: Configuracao.ps1 - Hash: C700BC18...
2025-05-23 12:39:26 - [OK] Auditado: executar.ps1 - Hash: 0B8C150F...
